,match,int_corr,age_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,age,imprelig,goal,date,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr_important,sinc_important,intel_important,fun_important,amb_important,shar_important,attr_self,sinc_self,fun_self,intel_self,amb_self,dec,attr,sinc,intel,fun,amb,shar,like,prob
60,0,0.19,27.0,35.0,20.0,20.0,20.0,0.0,5.0,0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,4.0,22.0,4.0,1.0,5.0,1.0,5.0,3.0,4.0,10.0,10.0,10.0,2.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,3.0,5,3,1,2,4,6,6.0,6.0,5.0,7.0,7.0,0,4.0,8.0,8.0,5.0,7.0,4.0,7.0,4.0
61,0,0.21,22.0,60.0,0.0,0.0,40.0,0.0,0.0,1,7.0,9.0,10.0,6.0,6.0,5.0,8.0,4.0,22.0,4.0,1.0,5.0,1.0,5.0,3.0,4.0,10.0,10.0,10.0,2.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,3.0,3,5,1,2,4,6,6.0,6.0,5.0,7.0,7.0,0,6.0,6.0,8.0,4.0,9.0,4.0,7.0,3.0
62,0,0.52,22.0,19.0,18.0,19.0,18.0,14.0,12.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,22.0,4.0,1.0,5.0,1.0,5.0,3.0,4.0,10.0,10.0,10.0,2.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,3.0,4,3,1,2,5,6,6.0,6.0,5.0,7.0,7.0,0,3.0,6.0,8.0,7.0,8.0,8.0,7.0,8.0
63,1,-0.46,23.0,30.0,5.0,15.0,40.0,5.0,5.0,1,8.0,8.0,9.0,8.0,9.0,9.0,8.0,7.0,22.0,4.0,1.0,5.0,1.0,5.0,3.0,4.0,10.0,10.0,10.0,2.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,3.0,3,5,1,2,4,6,6.0,6.0,5.0,7.0,7.0,1,7.0,8.0,8.0,7.0,7.0,6.0,8.0,6.0
64,0,-0.27,24.0,30.0,10.0,20.0,10.0,10.0,20.0,1,8.0,7.0,9.0,6.0,9.0,5.0,8.0,4.0,22.0,4.0,1.0,5.0,1.0,5.0,3.0,4.0,10.0,10.0,10.0,2.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,3.0,5,3,1,2,4,6,6.0,6.0,5.0,7.0,7.0,0,4.0,7.0,7.0,4.0,8.0,5.0,5.0,6.0
65,0,0.59,25.0,50.0,0.0,30.0,10.0,0.0,10.0,1,8.0,8.0,8.0,6.0,6.0,6.0,7.0,7.0,22.0,4.0,1.0,5.0,1.0,5.0,3.0,4.0,10.0,10.0,10.0,2.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,3.0,5,4,1,2,3,6,6.0,6.0,5.0,7.0,7.0,0,4.0,8.0,7.0,4.0,5.0,4.0,5.0,5.0
66,0,0.31,30.0,35.0,15.0,25.0,10.0,5.0,10.0,0,7.0,6.0,5.0,4.0,4.0,3.0,5.0,4.0,22.0,4.0,1.0,5.0,1.0,5.0,3.0,4.0,10.0,10.0,10.0,2.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,3.0,5,3,1,2,4,6,6.0,6.0,5.0,7.0,7.0,1,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0
67,0,0.08,27.0,33.33,11.11,11.11,11.11,11.11,22.22,1,8.0,7.0,6.0,7.0,7.0,5.0,7.0,5.0,22.0,4.0,1.0,5.0,1.0,5.0,3.0,4.0,10.0,10.0,10.0,2.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,3.0,3,5,1,2,4,6,6.0,6.0,5.0,7.0,7.0,0,5.0,7.0,8.0,5.0,9.0,5.0,5.0,7.0
68,1,-0.34,28.0,50.0,0.0,25.0,10.0,0.0,15.0,1,9.0,7.0,9.0,9.0,9.0,10.0,9.0,9.0,22.0,4.0,1.0,5.0,1.0,5.0,3.0,4.0,10.0,10.0,10.0,2.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,3.0,5,3,1,2,4,6,6.0,6.0,5.0,7.0,7.0,1,6.0,6.0,8.0,8.0,8.0,6.0,6.0,6.0
69,0,-0.16,24.0,100.0,0.0,0.0,0.0,0.0,0.0,0,7.0,6.0,8.0,6.0,8.0,7.0,7.0,7.0,22.0,4.0,1.0,5.0,1.0,5.0,3.0,4.0,10.0,10.0,10.0,2.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,3.0,3,4,1,2,5,6,6.0,6.0,5.0,7.0,7.0,1,8.0,6.0,7.0,7.0,8.0,6.0,7.0,5.0
70,0,-0.03,27.0,35.0,20.0,20.0,20.0,0.0,5.0,0,8.0,7.0,6.0,6.0,6.0,5.0,7.0,4.0,25.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,10.0,9.0,9.0,3.0,2.0,10.0,8.0,10.0,9.0,9.0,6.0,6.0,8.0,6.0,6.0,10.0,5,2,1,4,3,6,7.0,4.0,8.0,8.0,8.0,1,5.0,8.0,7.0,4.0,7.0,5.0,4.0,5.0
71,1,-0.11,22.0,60.0,0.0,0.0,40.0,0.0,0.0,1,8.0,8.0,10.0,7.0,6.0,5.0,9.0,4.0,25.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,10.0,9.0,9.0,3.0,2.0,10.0,8.0,10.0,9.0,9.0,6.0,6.0,8.0,6.0,6.0,10.0,5,2,1,4,3,6,7.0,4.0,8.0,8.0,8.0,1,8.0,7.0,7.0,9.0,6.0,7.0,8.0,7.0
72,1,0.42,22.0,19.0,18.0,19.0,18.0,14.0,12.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,25.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,10.0,9.0,9.0,3.0,2.0,10.0,8.0,10.0,9.0,9.0,6.0,6.0,8.0,6.0,6.0,10.0,6,2,1,4,3,5,7.0,4.0,8.0,8.0,8.0,1,5.0,8.0,8.0,6.0,7.0,7.0,5.0,5.0
73,1,-0.4,23.0,30.0,5.0,15.0,40.0,5.0,5.0,1,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,25.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,10.0,9.0,9.0,3.0,2.0,10.0,8.0,10.0,9.0,9.0,6.0,6.0,8.0,6.0,6.0,10.0,6,2,1,4,3,5,7.0,4.0,8.0,8.0,8.0,1,8.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0
75,1,0.28,25.0,50.0,0.0,30.0,10.0,0.0,10.0,1,8.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,25.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,10.0,9.0,9.0,3.0,2.0,10.0,8.0,10.0,9.0,9.0,6.0,6.0,8.0,6.0,6.0,10.0,5,4,1,2,3,6,7.0,4.0,8.0,8.0,8.0,1,6.0,8.0,8.0,5.0,6.0,7.0,6.0,5.0
76,0,0.05,30.0,35.0,15.0,25.0,10.0,5.0,10.0,0,6.0,4.0,7.0,5.0,6.0,4.0,4.0,4.0,25.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,10.0,9.0,9.0,3.0,2.0,10.0,8.0,10.0,9.0,9.0,6.0,6.0,8.0,6.0,6.0,10.0,6,4,1,2,3,5,7.0,4.0,8.0,8.0,8.0,1,6.0,7.0,8.0,5.0,7.0,7.0,6.0,6.0
77,1,0.17,27.0,33.33,11.11,11.11,11.11,11.11,22.22,1,9.0,8.0,8.0,8.0,7.0,5.0,7.0,5.0,25.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,10.0,9.0,9.0,3.0,2.0,10.0,8.0,10.0,9.0,9.0,6.0,6.0,8.0,6.0,6.0,10.0,5,3,1,4,2,6,7.0,4.0,8.0,8.0,8.0,1,5.0,6.0,7.0,4.0,5.0,6.0,5.0,4.0
78,1,-0.47,28.0,50.0,0.0,25.0,10.0,0.0,15.0,1,8.0,7.0,8.0,10.0,8.0,10.0,8.0,8.0,25.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,10.0,9.0,9.0,3.0,2.0,10.0,8.0,10.0,9.0,9.0,6.0,6.0,8.0,6.0,6.0,10.0,6,3,1,4,2,5,7.0,4.0,8.0,8.0,8.0,1,8.0,8.0,5.0,9.0,8.0,9.0,7.0,10.0
79,1,-0.21,24.0,100.0,0.0,0.0,0.0,0.0,0.0,1,8.0,10.0,9.0,9.0,8.0,8.0,8.0,8.0,25.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,10.0,9.0,9.0,3.0,2.0,10.0,8.0,10.0,9.0,9.0,6.0,6.0,8.0,6.0,6.0,10.0,5,4,1,2,3,6,7.0,4.0,8.0,8.0,8.0,1,7.0,6.0,8.0,7.0,9.0,8.0,8.0,7.0
80,0,0.19,27.0,35.0,20.0,20.0,20.0,0.0,5.0,0,6.0,8.0,7.0,8.0,7.0,5.0,6.0,4.0,26.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,8.0,6.0,7.0,2.0,2.0,10.0,8.0,8.0,10.0,10.0,9.0,9.0,8.0,3.0,6.0,15.0,3,5,2,1,4,6,7.0,6.0,10.0,7.0,7.0,1,8.0,10.0,9.0,8.0,7.0,6.0,5.0,5.0
81,1,0.03,22.0,60.0,0.0,0.0,40.0,0.0,0.0,1,8.0,8.0,10.0,7.0,6.0,5.0,8.0,4.0,26.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,8.0,6.0,7.0,2.0,2.0,10.0,8.0,8.0,10.0,10.0,9.0,9.0,8.0,3.0,6.0,15.0,2,4,3,1,5,6,7.0,6.0,10.0,7.0,7.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0
82,1,0.68,22.0,19.0,18.0,19.0,18.0,14.0,12.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,26.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,8.0,6.0,7.0,2.0,2.0,10.0,8.0,8.0,10.0,10.0,9.0,9.0,8.0,3.0,6.0,15.0,3,6,2,1,5,4,7.0,6.0,10.0,7.0,7.0,1,5.0,10.0,10.0,6.0,6.0,6.0,8.0,5.0
83,1,-0.26,23.0,30.0,5.0,15.0,40.0,5.0,5.0,1,7.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,26.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,8.0,6.0,7.0,2.0,2.0,10.0,8.0,8.0,10.0,10.0,9.0,9.0,8.0,3.0,6.0,15.0,3,6,2,1,4,5,7.0,6.0,10.0,7.0,7.0,1,10.0,9.0,8.0,8.0,7.0,7.0,7.0,5.0
84,1,-0.01,24.0,30.0,10.0,20.0,10.0,10.0,20.0,1,7.0,9.0,8.0,9.0,7.0,7.0,7.0,8.0,26.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,8.0,6.0,7.0,2.0,2.0,10.0,8.0,8.0,10.0,10.0,9.0,9.0,8.0,3.0,6.0,15.0,2,5,3,1,4,6,7.0,6.0,10.0,7.0,7.0,1,5.0,10.0,8.0,8.0,5.0,5.0,5.0,5.0
85,1,0.42,25.0,50.0,0.0,30.0,10.0,0.0,10.0,1,6.0,6.0,7.0,8.0,7.0,7.0,6.0,5.0,26.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,8.0,6.0,7.0,2.0,2.0,10.0,8.0,8.0,10.0,10.0,9.0,9.0,8.0,3.0,6.0,15.0,3,5,2,1,6,4,7.0,6.0,10.0,7.0,7.0,1,8.0,9.0,9.0,7.0,6.0,5.0,6.0,5.0
86,1,0.21,30.0,35.0,15.0,25.0,10.0,5.0,10.0,1,8.0,6.0,7.0,8.0,6.0,5.0,8.0,4.0,26.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,8.0,6.0,7.0,2.0,2.0,10.0,8.0,8.0,10.0,10.0,9.0,9.0,8.0,3.0,6.0,15.0,3,4,2,1,6,5,7.0,6.0,10.0,7.0,7.0,1,6.0,8.0,9.0,6.0,6.0,6.0,7.0,5.0
87,0,0.1,27.0,33.33,11.11,11.11,11.11,11.11,22.22,0,7.0,7.0,7.0,7.0,6.0,5.0,7.0,5.0,26.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,8.0,6.0,7.0,2.0,2.0,10.0,8.0,8.0,10.0,10.0,9.0,9.0,8.0,3.0,6.0,15.0,2,6,3,1,5,4,7.0,6.0,10.0,7.0,7.0,1,6.0,7.0,8.0,7.0,9.0,6.0,7.0,5.0
88,1,-0.35,28.0,50.0,0.0,25.0,10.0,0.0,15.0,1,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,26.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,8.0,6.0,7.0,2.0,2.0,10.0,8.0,8.0,10.0,10.0,9.0,9.0,8.0,3.0,6.0,15.0,2,5,3,1,6,4,7.0,6.0,10.0,7.0,7.0,1,8.0,5.0,5.0,6.0,5.0,5.0,7.0,6.0
89,0,-0.23,24.0,100.0,0.0,0.0,0.0,0.0,0.0,0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,26.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,8.0,6.0,7.0,2.0,2.0,10.0,8.0,8.0,10.0,10.0,9.0,9.0,8.0,3.0,6.0,15.0,2,4,3,1,6,5,7.0,6.0,10.0,7.0,7.0,1,7.0,8.0,7.0,8.0,7.0,8.0,8.0,5.0
98,1,0.49,28.0,50.0,0.0,25.0,10.0,0.0,15.0,1,7.0,7.0,7.0,7.0,6.0,6.0,7.0,8.0,26.0,4.0,2.0,6.0,1.0,9.0,9.0,9.0,7.0,6.0,6.0,7.0,1.0,7.0,8.0,5.0,6.0,7.0,7.0,8.0,7.0,7.0,7.0,10.0,3,2,4,1,5,6,6.0,8.0,10.0,6.0,9.0,1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
99,0,0.08,24.0,100.0,0.0,0.0,0.0,0.0,0.0,0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,26.0,4.0,2.0,6.0,1.0,9.0,9.0,9.0,7.0,6.0,6.0,7.0,1.0,7.0,8.0,5.0,6.0,7.0,7.0,8.0,7.0,7.0,7.0,10.0,4,3,2,1,5,6,6.0,8.0,10.0,6.0,9.0,1,9.0,9.0,8.0,10.0,8.0,8.0,9.0,10.0
100,0,0.14,21.0,15.0,20.0,20.0,15.0,15.0,15.0,1,6.0,9.0,7.0,7.0,6.0,5.0,7.0,6.0,27.0,3.0,1.0,5.0,4.0,8.0,7.0,2.0,6.0,7.0,5.0,5.0,5.0,4.0,9.0,2.0,4.0,8.0,7.0,8.0,5.0,1.0,7.0,3.0,1,2,4,3,6,5,8.0,9.0,7.0,8.0,5.0,0,6.0,8.0,8.0,8.0,8.0,6.0,7.0,4.0
101,0,0.29,24.0,45.0,5.0,25.0,20.0,0.0,5.0,0,5.0,7.0,8.0,4.0,6.0,3.0,6.0,4.0,27.0,3.0,1.0,5.0,4.0,8.0,7.0,2.0,6.0,7.0,5.0,5.0,5.0,4.0,9.0,2.0,4.0,8.0,7.0,8.0,5.0,1.0,7.0,3.0,1,2,4,3,6,5,8.0,9.0,7.0,8.0,5.0,0,8.0,7.0,6.0,9.0,7.0,4.0,7.0,2.0
102,0,-0.24,25.0,35.0,10.0,35.0,10.0,10.0,0.0,0,7.0,9.0,10.0,7.0,8.0,9.0,8.0,7.0,27.0,3.0,1.0,5.0,4.0,8.0,7.0,2.0,6.0,7.0,5.0,5.0,5.0,4.0,9.0,2.0,4.0,8.0,7.0,8.0,5.0,1.0,7.0,3.0,1,2,4,3,6,5,8.0,9.0,7.0,8.0,5.0,0,7.0,8.0,6.0,5.0,8.0,4.0,5.0,2.0
103,0,-0.18,23.0,20.0,20.0,20.0,20.0,10.0,10.0,0,4.0,10.0,8.0,5.0,8.0,7.0,6.0,7.0,27.0,3.0,1.0,5.0,4.0,8.0,7.0,2.0,6.0,7.0,5.0,5.0,5.0,4.0,9.0,2.0,4.0,8.0,7.0,8.0,5.0,1.0,7.0,3.0,1,2,3,4,6,5,8.0,9.0,7.0,8.0,5.0,0,6.0,7.0,8.0,7.0,7.0,5.0,6.0,3.0
104,0,-0.43,21.0,20.0,5.0,25.0,25.0,10.0,15.0,0,5.0,8.0,8.0,2.0,2.0,2.0,7.0,5.0,27.0,3.0,1.0,5.0,4.0,8.0,7.0,2.0,6.0,7.0,5.0,5.0,5.0,4.0,9.0,2.0,4.0,8.0,7.0,8.0,5.0,1.0,7.0,3.0,1,3,4,2,6,5,8.0,9.0,7.0,8.0,5.0,0,6.0,8.0,8.0,8.0,7.0,6.0,6.0,5.0
105,0,0.33,23.0,10.0,25.0,20.0,25.0,5.0,15.0,1,6.0,9.0,7.0,6.0,7.0,6.0,6.0,6.0,27.0,3.0,1.0,5.0,4.0,8.0,7.0,2.0,6.0,7.0,5.0,5.0,5.0,4.0,9.0,2.0,4.0,8.0,7.0,8.0,5.0,1.0,7.0,3.0,1,2,4,3,6,5,8.0,9.0,7.0,8.0,5.0,0,7.0,9.0,8.0,9.0,8.0,4.0,7.0,4.0
106,0,0.19,22.0,15.0,15.0,25.0,20.0,15.0,10.0,0,4.0,8.0,8.0,5.0,7.0,4.0,7.0,4.0,27.0,3.0,1.0,5.0,4.0,8.0,7.0,2.0,6.0,7.0,5.0,5.0,5.0,4.0,9.0,2.0,4.0,8.0,7.0,8.0,5.0,1.0,7.0,3.0,1,3,4,2,6,5,8.0,9.0,7.0,8.0,5.0,0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,4.0
107,0,-0.03,25.0,9.09,18.18,27.27,18.18,18.18,9.09,1,5.0,8.0,7.0,4.0,7.0,5.0,4.0,5.0,27.0,3.0,1.0,5.0,4.0,8.0,7.0,2.0,6.0,7.0,5.0,5.0,5.0,4.0,9.0,2.0,4.0,8.0,7.0,8.0,5.0,1.0,7.0,3.0,1,2,4,3,6,5,8.0,9.0,7.0,8.0,5.0,0,8.0,7.0,6.0,6.0,6.0,5.0,7.0,4.0
108,0,0.19,26.0,20.0,10.0,20.0,30.0,10.0,10.0,1,8.0,10.0,9.0,8.0,7.0,6.0,5.0,5.0,27.0,3.0,1.0,5.0,4.0,8.0,7.0,2.0,6.0,7.0,5.0,5.0,5.0,4.0,9.0,2.0,4.0,8.0,7.0,8.0,5.0,1.0,7.0,3.0,1,2,3,4,6,5,8.0,9.0,7.0,8.0,5.0,0,6.0,8.0,7.0,8.0,7.0,5.0,6.0,4.0
110,0,0.54,21.0,15.0,20.0,20.0,15.0,15.0,15.0,1,7.0,8.0,7.0,8.0,5.0,6.0,7.0,5.0,22.0,1.0,1.0,1.0,1.0,9.0,7.0,9.0,8.0,7.0,6.0,3.0,3.0,5.0,6.0,6.0,4.0,7.0,7.0,9.0,5.0,5.0,7.0,20.0,1,3,5,2,6,4,9.0,9.0,9.0,10.0,9.0,0,7.0,8.0,10.0,7.0,7.0,5.0,8.0,4.0
111,0,0.18,24.0,45.0,5.0,25.0,20.0,0.0,5.0,0,8.0,5.0,6.0,6.0,9.0,6.0,7.0,3.0,22.0,1.0,1.0,1.0,1.0,9.0,7.0,9.0,8.0,7.0,6.0,3.0,3.0,5.0,6.0,6.0,4.0,7.0,7.0,9.0,5.0,5.0,7.0,20.0,1,6,4,2,3,5,9.0,9.0,9.0,10.0,9.0,0,7.0,6.0,10.0,6.0,6.0,5.0,8.0,4.0
112,0,-0.14,25.0,35.0,10.0,35.0,10.0,10.0,0.0,0,9.0,7.0,9.0,8.0,9.0,7.0,8.0,7.0,22.0,1.0,1.0,1.0,1.0,9.0,7.0,9.0,8.0,7.0,6.0,3.0,3.0,5.0,6.0,6.0,4.0,7.0,7.0,9.0,5.0,5.0,7.0,20.0,1,6,5,2,3,4,9.0,9.0,9.0,10.0,9.0,0,6.0,7.0,10.0,6.0,6.0,5.0,7.0,3.0
113,0,-0.18,23.0,20.0,20.0,20.0,20.0,10.0,10.0,0,8.0,7.0,8.0,10.0,7.0,8.0,8.0,1.0,22.0,1.0,1.0,1.0,1.0,9.0,7.0,9.0,8.0,7.0,6.0,3.0,3.0,5.0,6.0,6.0,4.0,7.0,7.0,9.0,5.0,5.0,7.0,20.0,1,4,3,2,5,6,9.0,9.0,9.0,10.0,9.0,0,6.0,5.0,10.0,6.0,6.0,5.0,6.0,3.0
114,0,0.0,21.0,20.0,5.0,25.0,25.0,10.0,15.0,0,8.0,6.0,6.0,5.0,5.0,5.0,6.0,4.0,22.0,1.0,1.0,1.0,1.0,9.0,7.0,9.0,8.0,7.0,6.0,3.0,3.0,5.0,6.0,6.0,4.0,7.0,7.0,9.0,5.0,5.0,7.0,20.0,1,5,6,2,3,4,9.0,9.0,9.0,10.0,9.0,0,6.0,7.0,10.0,7.0,6.0,5.0,7.0,4.0
115,0,0.37,23.0,10.0,25.0,20.0,25.0,5.0,15.0,1,6.0,9.0,9.0,6.0,8.0,2.0,7.0,6.0,22.0,1.0,1.0,1.0,1.0,9.0,7.0,9.0,8.0,7.0,6.0,3.0,3.0,5.0,6.0,6.0,4.0,7.0,7.0,9.0,5.0,5.0,7.0,20.0,1,3,6,2,5,4,9.0,9.0,9.0,10.0,9.0,0,6.0,8.0,10.0,6.0,7.0,6.0,7.0,4.0
116,0,0.21,22.0,15.0,15.0,25.0,20.0,15.0,10.0,0,6.0,6.0,8.0,4.0,9.0,4.0,7.0,3.0,22.0,1.0,1.0,1.0,1.0,9.0,7.0,9.0,8.0,7.0,6.0,3.0,3.0,5.0,6.0,6.0,4.0,7.0,7.0,9.0,5.0,5.0,7.0,20.0,1,6,3,2,5,4,9.0,9.0,9.0,10.0,9.0,1,7.0,9.0,10.0,6.0,6.0,5.0,8.0,4.0
117,1,-0.11,25.0,9.09,18.18,27.27,18.18,18.18,9.09,1,8.0,7.0,7.0,9.0,6.0,7.0,8.0,7.0,22.0,1.0,1.0,1.0,1.0,9.0,7.0,9.0,8.0,7.0,6.0,3.0,3.0,5.0,6.0,6.0,4.0,7.0,7.0,9.0,5.0,5.0,7.0,20.0,1,6,4,2,3,5,9.0,9.0,9.0,10.0,9.0,1,8.0,8.0,10.0,7.0,6.0,5.0,9.0,4.0
118,1,0.03,26.0,20.0,10.0,20.0,30.0,10.0,10.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,22.0,1.0,1.0,1.0,1.0,9.0,7.0,9.0,8.0,7.0,6.0,3.0,3.0,5.0,6.0,6.0,4.0,7.0,7.0,9.0,5.0,5.0,7.0,20.0,1,3,6,2,5,4,9.0,9.0,9.0,10.0,9.0,1,8.0,8.0,10.0,7.0,6.0,5.0,8.0,4.0
121,0,0.1,24.0,45.0,5.0,25.0,20.0,0.0,5.0,0,5.0,8.0,9.0,6.0,3.0,4.0,6.0,7.0,22.0,5.0,2.0,7.0,1.0,7.0,8.0,2.0,9.0,5.0,6.0,4.0,7.0,7.0,6.0,8.0,10.0,8.0,9.0,9.0,8.0,1.0,3.0,4.0,2,4,1,3,5,6,4.0,7.0,8.0,8.0,3.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
122,0,0.09,25.0,35.0,10.0,35.0,10.0,10.0,0.0,0,7.0,9.0,9.0,7.0,9.0,7.0,8.0,7.0,22.0,5.0,2.0,7.0,1.0,7.0,8.0,2.0,9.0,5.0,6.0,4.0,7.0,7.0,6.0,8.0,10.0,8.0,9.0,9.0,8.0,1.0,3.0,4.0,2,4,1,3,5,6,4.0,7.0,8.0,8.0,3.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
123,0,0.05,23.0,20.0,20.0,20.0,20.0,10.0,10.0,0,4.0,7.0,8.0,8.0,6.0,7.0,4.0,1.0,22.0,5.0,2.0,7.0,1.0,7.0,8.0,2.0,9.0,5.0,6.0,4.0,7.0,7.0,6.0,8.0,10.0,8.0,9.0,9.0,8.0,1.0,3.0,4.0,2,3,1,4,5,6,4.0,7.0,8.0,8.0,3.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
124,0,-0.17,21.0,20.0,5.0,25.0,25.0,10.0,15.0,0,4.0,6.0,8.0,8.0,6.0,5.0,6.0,5.0,22.0,5.0,2.0,7.0,1.0,7.0,8.0,2.0,9.0,5.0,6.0,4.0,7.0,7.0,6.0,8.0,10.0,8.0,9.0,9.0,8.0,1.0,3.0,4.0,2,4,1,3,5,6,4.0,7.0,8.0,8.0,3.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
125,0,-0.51,23.0,10.0,25.0,20.0,25.0,5.0,15.0,0,4.0,7.0,9.0,4.0,3.0,2.0,6.0,2.0,22.0,5.0,2.0,7.0,1.0,7.0,8.0,2.0,9.0,5.0,6.0,4.0,7.0,7.0,6.0,8.0,10.0,8.0,9.0,9.0,8.0,1.0,3.0,4.0,1,3,2,4,5,6,4.0,7.0,8.0,8.0,3.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
126,0,0.52,22.0,15.0,15.0,25.0,20.0,15.0,10.0,0,3.0,6.0,8.0,7.0,8.0,8.0,7.0,8.0,22.0,5.0,2.0,7.0,1.0,7.0,8.0,2.0,9.0,5.0,6.0,4.0,7.0,7.0,6.0,8.0,10.0,8.0,9.0,9.0,8.0,1.0,3.0,4.0,1,4,2,3,5,6,4.0,7.0,8.0,8.0,3.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
127,1,0.42,25.0,9.09,18.18,27.27,18.18,18.18,9.09,1,5.0,8.0,8.0,6.0,7.0,7.0,5.0,5.0,22.0,5.0,2.0,7.0,1.0,7.0,8.0,2.0,9.0,5.0,6.0,4.0,7.0,7.0,6.0,8.0,10.0,8.0,9.0,9.0,8.0,1.0,3.0,4.0,1,4,2,3,5,6,4.0,7.0,8.0,8.0,3.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
128,1,0.68,26.0,20.0,10.0,20.0,30.0,10.0,10.0,1,5.0,10.0,10.0,6.0,6.0,6.0,8.0,5.0,22.0,5.0,2.0,7.0,1.0,7.0,8.0,2.0,9.0,5.0,6.0,4.0,7.0,7.0,6.0,8.0,10.0,8.0,9.0,9.0,8.0,1.0,3.0,4.0,1,3,2,4,5,6,4.0,7.0,8.0,8.0,3.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
130,1,0.61,21.0,15.0,20.0,20.0,15.0,15.0,15.0,1,7.0,6.0,8.0,7.0,6.0,8.0,7.0,6.0,23.0,1.0,2.0,4.0,1.0,10.0,6.0,8.0,8.0,3.0,3.0,10.0,8.0,8.0,6.0,7.0,3.0,10.0,6.0,8.0,6.0,1.0,8.0,15.0,2,5,3,1,4,6,9.0,9.0,9.0,9.0,9.0,1,7.0,8.0,9.0,8.0,9.0,8.0,7.0,7.0
131,1,-0.21,24.0,45.0,5.0,25.0,20.0,0.0,5.0,1,7.0,9.0,7.0,6.0,5.0,7.0,7.0,8.0,23.0,1.0,2.0,4.0,1.0,10.0,6.0,8.0,8.0,3.0,3.0,10.0,8.0,8.0,6.0,7.0,3.0,10.0,6.0,8.0,6.0,1.0,8.0,15.0,2,4,3,1,6,5,9.0,9.0,9.0,9.0,9.0,1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0
